token_id,tribe,age_group,scale_type,eyes,tail_type,body_markings,aura_effect,background,rarity_tier,lineage_hybridization
2530,Obsidian Claw (Crystal Hybrid),Adult,Golden Ember,Nocturne Blue,Solar Plume,Coral Pattern,Shadow Drift,Volcanic Plains,Rare,Crystal
2531,Obsidian Claw (Sunscale Hybrid),Adult,Titan Alloy,Pearlescent,Solar Plume,Vine Spread,Neon Surge,Neon Abyss,Uncommon,Sunscale
2532,Obsidian Claw,Adult,Golden Ember,Ember,Crystal Hook,Solar Engraving,Mist Cloak,Ancient Jungle,Common,Pure
2533,Obsidian Claw,Adult,Titan Alloy,Data Circuit,Crystal Hook,Lava Cracks,Mist Cloak,Titan Ruins,Common,Pure
2534,Obsidian Claw (Azure Hybrid),Adult,Volcanic Black,Bioluminescent,Neon Stream,Solar Engraving,Solar Flare,Volcanic Plains,Uncommon,Azure
2535,Obsidian Claw,Adult,Titan Alloy,Ember,Solar Plume,Coral Pattern,Solar Flare,Ancient Jungle,Common,Pure
2536,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Bioluminescent,Neon Stream,Lava Cracks,Heatwave,Neon Abyss,Uncommon,Verdant
2537,Obsidian Claw (Cyber Hybrid),Adult,Magma Veined,Runic Red,Standard Coil,Runic Lines,Shadow Drift,Sun Dunes,Uncommon,Cyber
2538,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Runic Red,Crystal Hook,Shadow Veins,Heatwave,Shadow Swamp,Rare,Azure
2539,Obsidian Claw (Shadow Hybrid),Adult,Crystal Embedded,Ember,Crystal Hook,Circuit Map,Tidal Reflection,Coral Reef,Uncommon,Shadow
2540,Obsidian Claw,Adult,Golden Ember,Runic Red,Standard Coil,Vine Spread,Heatwave,Shadow Swamp,Common,Pure
2541,Obsidian Claw (Verdant Hybrid),Adult,Golden Ember,Nocturne Blue,Standard Coil,Vine Spread,Crystal Bloom,Shadow Swamp,Uncommon,Verdant
2542,Obsidian Claw,Adult,Titan Alloy,Runic Red,Titan Crest,Vine Spread,Solar Flare,Sun Dunes,Common,Pure
2543,Obsidian Claw,Adult,Crystal Embedded,Data Circuit,Neon Stream,Vine Spread,Solar Flare,Neon Abyss,Common,Pure
2544,Obsidian Claw,Adult,Crystal Embedded,Data Circuit,Titan Crest,Runic Lines,Tidal Reflection,Volcanic Plains,Common,Pure
2545,Obsidian Claw,Adult,Crystal Embedded,Pearlescent,Forest Wrap,Coral Pattern,Solar Flare,Shadow Swamp,Common,Pure
2546,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Bioluminescent,Titan Crest,Circuit Map,Crystal Bloom,Coral Reef,Uncommon,Cyber
2547,Obsidian Claw (Crystal Hybrid),Adult,Titan Alloy,Pearlescent,Crystal Hook,Circuit Map,Crystal Bloom,Titan Ruins,Rare,Crystal
2548,Obsidian Claw (Titan Hybrid),Adult,Volcanic Black,Runic Red,Neon Stream,Vine Spread,Mist Cloak,Coral Reef,Uncommon,Titan
2549,Obsidian Claw,Adult,Crystal Embedded,Ember,Solar Plume,Vine Spread,Mist Cloak,Shadow Swamp,Common,Pure
2550,Obsidian Claw (Shadow Hybrid),Adult,Volcanic Black,Pearlescent,Titan Crest,Solar Engraving,Heatwave,Shadow Swamp,Rare,Shadow
2551,Obsidian Claw,Adult,Volcanic Black,Runic Red,Crystal Hook,Vine Spread,Crystal Bloom,Volcanic Plains,Common,Pure
2552,Obsidian Claw (Azure Hybrid),Adult,Golden Ember,Pearlescent,Forest Wrap,Circuit Map,Tidal Reflection,Titan Ruins,Legendary,Azure
2553,Obsidian Claw,Adult,Volcanic Black,Data Circuit,Neon Stream,Solar Engraving,Neon Surge,Titan Ruins,Common,Pure
2554,Obsidian Claw (Sunscale Hybrid),Adult,Volcanic Black,Solar Amber,Forest Wrap,Coral Pattern,Heatwave,Sun Dunes,Legendary,Sunscale
2555,Obsidian Claw,Adult,Neon Circuit,Solar Amber,Forest Wrap,Vine Spread,Solar Flare,Coral Reef,Common,Pure
2556,Obsidian Claw (Titan Hybrid),Adult,Golden Ember,Nocturne Blue,Crystal Hook,Solar Engraving,Heatwave,Volcanic Plains,Rare,Titan
2557,Obsidian Claw (Azure Hybrid),Adult,Magma Veined,Pearlescent,Standard Coil,Solar Engraving,Neon Surge,Ancient Jungle,Uncommon,Azure
2558,Obsidian Claw (Crystal Hybrid),Adult,Coral Gloss,Bioluminescent,Forest Wrap,Vine Spread,Mist Cloak,Sun Dunes,Uncommon,Crystal
2559,Obsidian Claw (Sunscale Hybrid),Adult,Golden Ember,Runic Red,Solar Plume,Circuit Map,Heatwave,Coral Reef,Uncommon,Sunscale
2560,Obsidian Claw (Azure Hybrid),Adult,Neon Circuit,Runic Red,Crystal Hook,Runic Lines,Crystal Bloom,Shadow Swamp,Uncommon,Azure
2561,Obsidian Claw (Crystal Hybrid),Adult,Titan Alloy,Runic Red,Forest Wrap,Solar Engraving,Heatwave,Titan Ruins,Uncommon,Crystal
2562,Obsidian Claw (Sunscale Hybrid),Adult,Neon Circuit,Solar Amber,Forest Wrap,Lava Cracks,Tidal Reflection,Coral Reef,Legendary,Sunscale
2563,Obsidian Claw,Adult,Coral Gloss,Solar Amber,Solar Plume,Vine Spread,Neon Surge,Neon Abyss,Common,Pure
2564,Obsidian Claw,Adult,Magma Veined,Ember,Titan Crest,Solar Engraving,Neon Surge,Coral Reef,Common,Pure
2565,Obsidian Claw (Shadow Hybrid),Adult,Golden Ember,Data Circuit,Coral Fan,Lava Cracks,Shadow Drift,Sun Dunes,Uncommon,Shadow
2566,Obsidian Claw (Shadow Hybrid),Adult,Volcanic Black,Runic Red,Coral Fan,Vine Spread,Neon Surge,Neon Abyss,Rare,Shadow
2567,Obsidian Claw (Shadow Hybrid),Adult,Golden Ember,Data Circuit,Titan Crest,Runic Lines,Tidal Reflection,Ancient Jungle,Rare,Shadow
2568,Obsidian Claw,Adult,Coral Gloss,Data Circuit,Crystal Hook,Shadow Veins,Neon Surge,Sun Dunes,Common,Pure
2569,Obsidian Claw,Adult,Golden Ember,Bioluminescent,Titan Crest,Solar Engraving,Shadow Drift,Shadow Swamp,Common,Pure
2570,Obsidian Claw (Cyber Hybrid),Adult,Crystal Embedded,Solar Amber,Forest Wrap,Circuit Map,Heatwave,Sun Dunes,Uncommon,Cyber
2571,Obsidian Claw (Shadow Hybrid),Adult,Crystal Embedded,Pearlescent,Titan Crest,Lava Cracks,Heatwave,Neon Abyss,Rare,Shadow
2572,Obsidian Claw (Shadow Hybrid),Adult,Golden Ember,Data Circuit,Crystal Hook,Circuit Map,Mist Cloak,Titan Ruins,Uncommon,Shadow
2573,Obsidian Claw (Crystal Hybrid),Adult,Neon Circuit,Pearlescent,Coral Fan,Vine Spread,Heatwave,Neon Abyss,Uncommon,Crystal
2574,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Nocturne Blue,Standard Coil,Vine Spread,Solar Flare,Coral Reef,Uncommon,Titan
2575,Obsidian Claw,Adult,Golden Ember,Nocturne Blue,Standard Coil,Vine Spread,Neon Surge,Neon Abyss,Common,Pure
2576,Obsidian Claw (Verdant Hybrid),Adult,Magma Veined,Pearlescent,Titan Crest,Shadow Veins,Mist Cloak,Coral Reef,Uncommon,Verdant
2577,Obsidian Claw (Shadow Hybrid),Adult,Volcanic Black,Ember,Titan Crest,Circuit Map,Tidal Reflection,Ancient Jungle,Rare,Shadow
2578,Obsidian Claw (Sunscale Hybrid),Adult,Crystal Embedded,Pearlescent,Titan Crest,Coral Pattern,Mist Cloak,Sun Dunes,Rare,Sunscale
2579,Obsidian Claw (Crystal Hybrid),Adult,Golden Ember,Nocturne Blue,Solar Plume,Circuit Map,Shadow Drift,Volcanic Plains,Legendary,Crystal
2580,Obsidian Claw (Cyber Hybrid),Adult,Magma Veined,Pearlescent,Solar Plume,Shadow Veins,Solar Flare,Coral Reef,Uncommon,Cyber
2581,Obsidian Claw (Verdant Hybrid),Adult,Neon Circuit,Runic Red,Forest Wrap,Runic Lines,Solar Flare,Sun Dunes,Uncommon,Verdant
2582,Obsidian Claw (Verdant Hybrid),Adult,Neon Circuit,Pearlescent,Forest Wrap,Solar Engraving,Tidal Reflection,Coral Reef,Uncommon,Verdant
2583,Obsidian Claw (Sunscale Hybrid),Adult,Titan Alloy,Data Circuit,Neon Stream,Runic Lines,Shadow Drift,Coral Reef,Uncommon,Sunscale
2584,Obsidian Claw (Shadow Hybrid),Adult,Neon Circuit,Bioluminescent,Neon Stream,Coral Pattern,Crystal Bloom,Coral Reef,Uncommon,Shadow
2585,Obsidian Claw (Sunscale Hybrid),Adult,Volcanic Black,Runic Red,Crystal Hook,Solar Engraving,Crystal Bloom,Neon Abyss,Rare,Sunscale
2586,Obsidian Claw (Shadow Hybrid),Adult,Titan Alloy,Pearlescent,Standard Coil,Shadow Veins,Crystal Bloom,Titan Ruins,Rare,Shadow
2587,Obsidian Claw,Adult,Neon Circuit,Data Circuit,Forest Wrap,Shadow Veins,Heatwave,Titan Ruins,Common,Pure
2588,Obsidian Claw,Adult,Crystal Embedded,Runic Red,Forest Wrap,Lava Cracks,Heatwave,Titan Ruins,Common,Pure
2589,Obsidian Claw,Adult,Crystal Embedded,Solar Amber,Neon Stream,Circuit Map,Neon Surge,Coral Reef,Common,Pure
2590,Obsidian Claw (Shadow Hybrid),Adult,Neon Circuit,Runic Red,Neon Stream,Shadow Veins,Solar Flare,Ancient Jungle,Rare,Shadow
2591,Obsidian Claw (Verdant Hybrid),Adult,Neon Circuit,Nocturne Blue,Coral Fan,Circuit Map,Solar Flare,Shadow Swamp,Uncommon,Verdant
2592,Obsidian Claw (Titan Hybrid),Adult,Golden Ember,Nocturne Blue,Standard Coil,Solar Engraving,Mist Cloak,Titan Ruins,Rare,Titan
2593,Obsidian Claw (Titan Hybrid),Adult,Magma Veined,Bioluminescent,Standard Coil,Lava Cracks,Tidal Reflection,Ancient Jungle,Uncommon,Titan
2594,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Ember,Forest Wrap,Circuit Map,Tidal Reflection,Volcanic Plains,Rare,Titan
2595,Obsidian Claw,Adult,Crystal Embedded,Nocturne Blue,Solar Plume,Circuit Map,Solar Flare,Ancient Jungle,Common,Pure
2596,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Nocturne Blue,Forest Wrap,Solar Engraving,Heatwave,Ancient Jungle,Uncommon,Verdant
2597,Obsidian Claw,Adult,Volcanic Black,Bioluminescent,Coral Fan,Circuit Map,Shadow Drift,Ancient Jungle,Common,Pure
2598,Obsidian Claw (Cyber Hybrid),Adult,Golden Ember,Pearlescent,Forest Wrap,Runic Lines,Tidal Reflection,Shadow Swamp,Rare,Cyber
2599,Obsidian Claw (Azure Hybrid),Adult,Magma Veined,Solar Amber,Titan Crest,Shadow Veins,Mist Cloak,Coral Reef,Rare,Azure
2600,Obsidian Claw (Verdant Hybrid),Adult,Golden Ember,Nocturne Blue,Titan Crest,Runic Lines,Shadow Drift,Titan Ruins,Uncommon,Verdant
2601,Obsidian Claw (Sunscale Hybrid),Adult,Neon Circuit,Pearlescent,Coral Fan,Coral Pattern,Shadow Drift,Ancient Jungle,Uncommon,Sunscale
2602,Obsidian Claw,Adult,Crystal Embedded,Solar Amber,Forest Wrap,Shadow Veins,Neon Surge,Sun Dunes,Common,Pure
2603,Obsidian Claw (Azure Hybrid),Adult,Magma Veined,Solar Amber,Forest Wrap,Runic Lines,Crystal Bloom,Ancient Jungle,Uncommon,Azure
2604,Obsidian Claw,Adult,Titan Alloy,Runic Red,Solar Plume,Shadow Veins,Shadow Drift,Coral Reef,Common,Pure
2605,Obsidian Claw,Adult,Volcanic Black,Bioluminescent,Crystal Hook,Shadow Veins,Tidal Reflection,Neon Abyss,Common,Pure
2606,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Ember,Standard Coil,Lava Cracks,Shadow Drift,Volcanic Plains,Legendary,Titan
2607,Obsidian Claw,Adult,Crystal Embedded,Ember,Solar Plume,Circuit Map,Tidal Reflection,Titan Ruins,Common,Pure
2608,Obsidian Claw (Verdant Hybrid),Adult,Golden Ember,Pearlescent,Solar Plume,Runic Lines,Shadow Drift,Titan Ruins,Uncommon,Verdant
2609,Obsidian Claw,Adult,Titan Alloy,Solar Amber,Solar Plume,Runic Lines,Solar Flare,Sun Dunes,Common,Pure
2610,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Solar Amber,Forest Wrap,Vine Spread,Tidal Reflection,Titan Ruins,Uncommon,Azure
2611,Obsidian Claw,Adult,Crystal Embedded,Ember,Standard Coil,Solar Engraving,Heatwave,Titan Ruins,Common,Pure
2612,Obsidian Claw,Adult,Magma Veined,Runic Red,Crystal Hook,Lava Cracks,Shadow Drift,Sun Dunes,Common,Pure
2613,Obsidian Claw (Crystal Hybrid),Adult,Crystal Embedded,Solar Amber,Crystal Hook,Solar Engraving,Crystal Bloom,Volcanic Plains,Uncommon,Crystal
2614,Obsidian Claw (Titan Hybrid),Adult,Golden Ember,Ember,Crystal Hook,Lava Cracks,Solar Flare,Titan Ruins,Uncommon,Titan
2615,Obsidian Claw,Adult,Neon Circuit,Pearlescent,Coral Fan,Lava Cracks,Solar Flare,Shadow Swamp,Common,Pure
2616,Obsidian Claw (Sunscale Hybrid),Adult,Magma Veined,Pearlescent,Coral Fan,Shadow Veins,Crystal Bloom,Shadow Swamp,Uncommon,Sunscale
2617,Obsidian Claw,Adult,Titan Alloy,Nocturne Blue,Neon Stream,Runic Lines,Shadow Drift,Coral Reef,Common,Pure
2618,Obsidian Claw,Adult,Titan Alloy,Nocturne Blue,Neon Stream,Shadow Veins,Shadow Drift,Neon Abyss,Common,Pure
2619,Obsidian Claw,Adult,Neon Circuit,Runic Red,Standard Coil,Lava Cracks,Solar Flare,Shadow Swamp,Common,Pure
2620,Obsidian Claw,Adult,Neon Circuit,Bioluminescent,Forest Wrap,Circuit Map,Heatwave,Titan Ruins,Common,Pure
2621,Obsidian Claw,Adult,Neon Circuit,Data Circuit,Crystal Hook,Lava Cracks,Tidal Reflection,Neon Abyss,Common,Pure
2622,Obsidian Claw (Azure Hybrid),Adult,Coral Gloss,Runic Red,Forest Wrap,Vine Spread,Neon Surge,Neon Abyss,Uncommon,Azure
2623,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Solar Amber,Neon Stream,Lava Cracks,Heatwave,Titan Ruins,Rare,Azure
2624,Obsidian Claw (Verdant Hybrid),Adult,Magma Veined,Nocturne Blue,Coral Fan,Circuit Map,Heatwave,Neon Abyss,Uncommon,Verdant
2625,Obsidian Claw (Cyber Hybrid),Adult,Neon Circuit,Solar Amber,Titan Crest,Runic Lines,Mist Cloak,Neon Abyss,Uncommon,Cyber
2626,Obsidian Claw,Adult,Neon Circuit,Solar Amber,Neon Stream,Solar Engraving,Tidal Reflection,Ancient Jungle,Common,Pure
2627,Obsidian Claw (Crystal Hybrid),Adult,Coral Gloss,Pearlescent,Coral Fan,Vine Spread,Mist Cloak,Volcanic Plains,Uncommon,Crystal
2628,Obsidian Claw (Shadow Hybrid),Adult,Golden Ember,Runic Red,Titan Crest,Lava Cracks,Solar Flare,Volcanic Plains,Uncommon,Shadow
2629,Obsidian Claw,Adult,Titan Alloy,Solar Amber,Coral Fan,Runic Lines,Tidal Reflection,Sun Dunes,Common,Pure
2630,Obsidian Claw (Azure Hybrid),Adult,Magma Veined,Bioluminescent,Neon Stream,Runic Lines,Solar Flare,Volcanic Plains,Rare,Azure
2631,Obsidian Claw,Adult,Magma Veined,Nocturne Blue,Solar Plume,Coral Pattern,Crystal Bloom,Volcanic Plains,Common,Pure
2632,Obsidian Claw (Shadow Hybrid),Adult,Magma Veined,Nocturne Blue,Coral Fan,Lava Cracks,Solar Flare,Neon Abyss,Uncommon,Shadow
2633,Obsidian Claw,Adult,Neon Circuit,Bioluminescent,Solar Plume,Shadow Veins,Neon Surge,Titan Ruins,Common,Pure
2634,Obsidian Claw,Adult,Titan Alloy,Ember,Neon Stream,Solar Engraving,Shadow Drift,Coral Reef,Common,Pure
2635,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Runic Red,Standard Coil,Circuit Map,Mist Cloak,Titan Ruins,Rare,Titan
2636,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Pearlescent,Standard Coil,Solar Engraving,Neon Surge,Shadow Swamp,Uncommon,Shadow
2637,Obsidian Claw (Sunscale Hybrid),Adult,Magma Veined,Pearlescent,Standard Coil,Solar Engraving,Tidal Reflection,Sun Dunes,Uncommon,Sunscale
2638,Obsidian Claw (Shadow Hybrid),Adult,Neon Circuit,Nocturne Blue,Crystal Hook,Coral Pattern,Crystal Bloom,Shadow Swamp,Rare,Shadow
2639,Obsidian Claw (Crystal Hybrid),Adult,Golden Ember,Ember,Solar Plume,Coral Pattern,Shadow Drift,Sun Dunes,Rare,Crystal
2640,Obsidian Claw,Adult,Volcanic Black,Bioluminescent,Crystal Hook,Lava Cracks,Crystal Bloom,Coral Reef,Common,Pure
2641,Obsidian Claw,Adult,Neon Circuit,Runic Red,Titan Crest,Lava Cracks,Neon Surge,Coral Reef,Common,Pure
2642,Obsidian Claw,Adult,Titan Alloy,Solar Amber,Crystal Hook,Vine Spread,Shadow Drift,Sun Dunes,Common,Pure
2643,Obsidian Claw,Adult,Golden Ember,Bioluminescent,Forest Wrap,Circuit Map,Solar Flare,Volcanic Plains,Common,Pure
2644,Obsidian Claw,Adult,Volcanic Black,Solar Amber,Crystal Hook,Solar Engraving,Shadow Drift,Volcanic Plains,Common,Pure
2645,Obsidian Claw (Shadow Hybrid),Adult,Volcanic Black,Bioluminescent,Titan Crest,Vine Spread,Heatwave,Neon Abyss,Uncommon,Shadow
2646,Obsidian Claw,Adult,Neon Circuit,Ember,Neon Stream,Runic Lines,Heatwave,Volcanic Plains,Common,Pure
2647,Obsidian Claw (Shadow Hybrid),Adult,Coral Gloss,Pearlescent,Standard Coil,Solar Engraving,Shadow Drift,Sun Dunes,Uncommon,Shadow
2648,Obsidian Claw,Adult,Neon Circuit,Solar Amber,Standard Coil,Lava Cracks,Heatwave,Volcanic Plains,Common,Pure
2649,Obsidian Claw,Adult,Neon Circuit,Pearlescent,Forest Wrap,Coral Pattern,Tidal Reflection,Coral Reef,Common,Pure
2650,Obsidian Claw (Azure Hybrid),Adult,Crystal Embedded,Solar Amber,Forest Wrap,Vine Spread,Solar Flare,Ancient Jungle,Uncommon,Azure
2651,Obsidian Claw (Sunscale Hybrid),Adult,Titan Alloy,Solar Amber,Neon Stream,Lava Cracks,Neon Surge,Ancient Jungle,Uncommon,Sunscale
2652,Obsidian Claw (Cyber Hybrid),Adult,Coral Gloss,Data Circuit,Crystal Hook,Coral Pattern,Shadow Drift,Volcanic Plains,Rare,Cyber
2653,Obsidian Claw (Titan Hybrid),Adult,Crystal Embedded,Nocturne Blue,Solar Plume,Shadow Veins,Heatwave,Titan Ruins,Uncommon,Titan
2654,Obsidian Claw,Adult,Volcanic Black,Nocturne Blue,Neon Stream,Runic Lines,Solar Flare,Shadow Swamp,Common,Pure
2655,Obsidian Claw (Verdant Hybrid),Adult,Crystal Embedded,Runic Red,Forest Wrap,Vine Spread,Tidal Reflection,Shadow Swamp,Uncommon,Verdant
2656,Obsidian Claw (Sunscale Hybrid),Adult,Titan Alloy,Solar Amber,Standard Coil,Shadow Veins,Neon Surge,Sun Dunes,Uncommon,Sunscale
2657,Obsidian Claw (Sunscale Hybrid),Adult,Neon Circuit,Ember,Solar Plume,Vine Spread,Tidal Reflection,Coral Reef,Uncommon,Sunscale
2658,Obsidian Claw (Cyber Hybrid),Adult,Titan Alloy,Bioluminescent,Solar Plume,Coral Pattern,Tidal Reflection,Shadow Swamp,Uncommon,Cyber
2659,Obsidian Claw,Adult,Volcanic Black,Solar Amber,Coral Fan,Solar Engraving,Crystal Bloom,Coral Reef,Common,Pure
2660,Obsidian Claw (Shadow Hybrid),Adult,Magma Veined,Runic Red,Neon Stream,Coral Pattern,Tidal Reflection,Titan Ruins,Uncommon,Shadow
2661,Obsidian Claw (Sunscale Hybrid),Adult,Titan Alloy,Data Circuit,Titan Crest,Shadow Veins,Tidal Reflection,Neon Abyss,Uncommon,Sunscale
2662,Obsidian Claw,Adult,Neon Circuit,Solar Amber,Standard Coil,Coral Pattern,Mist Cloak,Ancient Jungle,Common,Pure
2663,Obsidian Claw (Cyber Hybrid),Adult,Volcanic Black,Bioluminescent,Forest Wrap,Solar Engraving,Tidal Reflection,Shadow Swamp,Rare,Cyber
2664,Obsidian Claw (Cyber Hybrid),Adult,Neon Circuit,Data Circuit,Standard Coil,Circuit Map,Shadow Drift,Titan Ruins,Rare,Cyber
2665,Obsidian Claw (Titan Hybrid),Adult,Crystal Embedded,Solar Amber,Neon Stream,Shadow Veins,Shadow Drift,Volcanic Plains,Uncommon,Titan
2666,Obsidian Claw,Adult,Volcanic Black,Data Circuit,Forest Wrap,Circuit Map,Solar Flare,Shadow Swamp,Common,Pure
2667,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Ember,Titan Crest,Shadow Veins,Neon Surge,Neon Abyss,Uncommon,Titan
2668,Obsidian Claw,Adult,Coral Gloss,Bioluminescent,Solar Plume,Solar Engraving,Heatwave,Titan Ruins,Common,Pure
2669,Obsidian Claw (Crystal Hybrid),Adult,Golden Ember,Ember,Solar Plume,Runic Lines,Crystal Bloom,Ancient Jungle,Uncommon,Crystal
2670,Obsidian Claw,Adult,Coral Gloss,Data Circuit,Titan Crest,Lava Cracks,Shadow Drift,Shadow Swamp,Common,Pure
2671,Obsidian Claw (Titan Hybrid),Adult,Volcanic Black,Nocturne Blue,Standard Coil,Runic Lines,Tidal Reflection,Sun Dunes,Rare,Titan
2672,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Data Circuit,Solar Plume,Coral Pattern,Shadow Drift,Titan Ruins,Rare,Verdant
2673,Obsidian Claw (Verdant Hybrid),Adult,Magma Veined,Pearlescent,Crystal Hook,Lava Cracks,Heatwave,Ancient Jungle,Rare,Verdant
2674,Obsidian Claw,Adult,Crystal Embedded,Runic Red,Neon Stream,Runic Lines,Shadow Drift,Titan Ruins,Common,Pure
2675,Obsidian Claw,Adult,Magma Veined,Nocturne Blue,Forest Wrap,Vine Spread,Solar Flare,Volcanic Plains,Common,Pure
2676,Obsidian Claw (Titan Hybrid),Adult,Titan Alloy,Runic Red,Titan Crest,Vine Spread,Tidal Reflection,Titan Ruins,Rare,Titan
2677,Obsidian Claw,Adult,Magma Veined,Data Circuit,Standard Coil,Solar Engraving,Shadow Drift,Neon Abyss,Common,Pure
2678,Obsidian Claw (Shadow Hybrid),Adult,Golden Ember,Pearlescent,Titan Crest,Circuit Map,Tidal Reflection,Titan Ruins,Rare,Shadow
2679,Obsidian Claw,Adult,Volcanic Black,Nocturne Blue,Standard Coil,Runic Lines,Tidal Reflection,Shadow Swamp,Common,Pure
2680,Obsidian Claw,Adult,Neon Circuit,Data Circuit,Standard Coil,Lava Cracks,Heatwave,Titan Ruins,Common,Pure
2681,Obsidian Claw (Crystal Hybrid),Adult,Crystal Embedded,Data Circuit,Crystal Hook,Lava Cracks,Tidal Reflection,Volcanic Plains,Rare,Crystal
2682,Obsidian Claw (Titan Hybrid),Adult,Coral Gloss,Data Circuit,Titan Crest,Solar Engraving,Shadow Drift,Shadow Swamp,Rare,Titan
2683,Obsidian Claw (Cyber Hybrid),Adult,Volcanic Black,Bioluminescent,Coral Fan,Circuit Map,Mist Cloak,Sun Dunes,Uncommon,Cyber
2684,Obsidian Claw,Adult,Magma Veined,Solar Amber,Coral Fan,Shadow Veins,Mist Cloak,Volcanic Plains,Common,Pure
2685,Obsidian Claw (Crystal Hybrid),Adult,Titan Alloy,Pearlescent,Neon Stream,Lava Cracks,Crystal Bloom,Ancient Jungle,Rare,Crystal
2686,Obsidian Claw,Adult,Titan Alloy,Data Circuit,Crystal Hook,Shadow Veins,Heatwave,Ancient Jungle,Common,Pure
2687,Obsidian Claw,Adult,Volcanic Black,Data Circuit,Standard Coil,Circuit Map,Solar Flare,Ancient Jungle,Common,Pure
2688,Obsidian Claw (Sunscale Hybrid),Adult,Coral Gloss,Pearlescent,Standard Coil,Solar Engraving,Tidal Reflection,Sun Dunes,Uncommon,Sunscale
2689,Obsidian Claw (Shadow Hybrid),Adult,Magma Veined,Solar Amber,Forest Wrap,Vine Spread,Tidal Reflection,Ancient Jungle,Uncommon,Shadow
2690,Obsidian Claw,Adult,Titan Alloy,Pearlescent,Standard Coil,Circuit Map,Heatwave,Neon Abyss,Common,Pure
2691,Obsidian Claw,Adult,Titan Alloy,Solar Amber,Neon Stream,Runic Lines,Mist Cloak,Ancient Jungle,Common,Pure
2692,Obsidian Claw (Shadow Hybrid),Adult,Crystal Embedded,Data Circuit,Neon Stream,Shadow Veins,Shadow Drift,Ancient Jungle,Rare,Shadow
2693,Obsidian Claw,Adult,Golden Ember,Data Circuit,Titan Crest,Circuit Map,Heatwave,Sun Dunes,Common,Pure
2694,Obsidian Claw,Adult,Volcanic Black,Nocturne Blue,Titan Crest,Lava Cracks,Tidal Reflection,Volcanic Plains,Common,Pure
2695,Obsidian Claw (Cyber Hybrid),Adult,Golden Ember,Solar Amber,Standard Coil,Shadow Veins,Neon Surge,Neon Abyss,Legendary,Cyber
2696,Obsidian Claw,Adult,Magma Veined,Solar Amber,Standard Coil,Coral Pattern,Tidal Reflection,Ancient Jungle,Common,Pure
2697,Obsidian Claw,Adult,Magma Veined,Pearlescent,Titan Crest,Shadow Veins,Crystal Bloom,Shadow Swamp,Common,Pure
2698,Obsidian Claw,Adult,Titan Alloy,Bioluminescent,Titan Crest,Coral Pattern,Solar Flare,Neon Abyss,Common,Pure
2699,Obsidian Claw (Azure Hybrid),Adult,Volcanic Black,Data Circuit,Neon Stream,Shadow Veins,Neon Surge,Shadow Swamp,Uncommon,Azure
2700,Obsidian Claw,Adult,Golden Ember,Bioluminescent,Coral Fan,Solar Engraving,Heatwave,Titan Ruins,Common,Pure
2701,Obsidian Claw (Azure Hybrid),Adult,Volcanic Black,Nocturne Blue,Forest Wrap,Solar Engraving,Heatwave,Volcanic Plains,Uncommon,Azure
2702,Obsidian Claw,Adult,Coral Gloss,Bioluminescent,Titan Crest,Solar Engraving,Solar Flare,Shadow Swamp,Common,Pure
2703,Obsidian Claw (Sunscale Hybrid),Adult,Crystal Embedded,Runic Red,Solar Plume,Runic Lines,Shadow Drift,Volcanic Plains,Uncommon,Sunscale
2704,Obsidian Claw,Adult,Crystal Embedded,Data Circuit,Titan Crest,Circuit Map,Neon Surge,Sun Dunes,Common,Pure
2705,Obsidian Claw (Verdant Hybrid),Adult,Neon Circuit,Nocturne Blue,Coral Fan,Circuit Map,Neon Surge,Neon Abyss,Uncommon,Verdant
2706,Obsidian Claw (Azure Hybrid),Adult,Neon Circuit,Solar Amber,Titan Crest,Solar Engraving,Heatwave,Titan Ruins,Rare,Azure
2707,Obsidian Claw (Cyber Hybrid),Adult,Volcanic Black,Data Circuit,Coral Fan,Solar Engraving,Heatwave,Sun Dunes,Rare,Cyber
2708,Obsidian Claw (Cyber Hybrid),Adult,Crystal Embedded,Data Circuit,Forest Wrap,Runic Lines,Shadow Drift,Coral Reef,Uncommon,Cyber
2709,Obsidian Claw (Titan Hybrid),Adult,Neon Circuit,Pearlescent,Forest Wrap,Circuit Map,Solar Flare,Sun Dunes,Rare,Titan
2710,Obsidian Claw (Sunscale Hybrid),Adult,Magma Veined,Bioluminescent,Crystal Hook,Runic Lines,Solar Flare,Neon Abyss,Rare,Sunscale
2711,Obsidian Claw (Verdant Hybrid),Adult,Volcanic Black,Pearlescent,Crystal Hook,Circuit Map,Crystal Bloom,Shadow Swamp,Rare,Verdant
